iter	Logloss
304	0.4264886934
305	0.4263342638
306	0.4261928463
307	0.4259044941
308	0.4257938187
309	0.4256720238
310	0.4255764498
311	0.4254753375
312	0.4253442906
313	0.4251658118
314	0.4249094677
315	0.4248608566
316	0.4246504791
317	0.4244814197
318	0.4242937335
319	0.4242007812
320	0.4241211399
321	0.4239130278
322	0.4237578367
323	0.4235393277
324	0.4234272588
325	0.4232923271
326	0.4232076739
327	0.4231134179
328	0.4229162942
329	0.4228101073
330	0.4225233009
331	0.4224249799
332	0.4223083486
333	0.422142872
334	0.4220573362
335	0.4219474589
336	0.421811062
337	0.4215677892
338	0.4215172971
339	0.421386673
340	0.4212498299
341	0.4211248859
342	0.4209695973
343	0.4208742667
344	0.4207971416
345	0.4205922884
346	0.4204045457
347	0.420234547
348	0.4200383125
349	0.4198961375
350	0.419754985
351	0.419611925
352	0.4195378668
353	0.4194225455
354	0.4192664598
355	0.4191109698
356	0.4189282043
357	0.4187171441
358	0.4185748222
359	0.4183328142
360	0.4181941099
361	0.4179028089
362	0.4176749821
363	0.4175551714
364	0.4174802121
365	0.4171811891
366	0.4169371137
367	0.4168353043
368	0.4166883981
369	0.4166808083
370	0.4165293426
371	0.4164020024
372	0.4161546515
373	0.4159452045
374	0.4157960912
375	0.415686337
376	0.4155266214
377	0.4153722694
378	0.4151927028
379	0.4149930114
380	0.414841721
381	0.414614859
382	0.4144198278
383	0.4142695593
384	0.4140176554
385	0.4138337494
386	0.4137213353
387	0.4135498629
388	0.4133422139
389	0.413159375
390	0.4130531541
391	0.4129917723
392	0.4128791544
393	0.4127309895
394	0.4125250357
395	0.4123867104
396	0.4122562769
397	0.4120867746
398	0.4119590882
399	0.4118225492
400	0.4116720589
401	0.4114001024
402	0.411224978
403	0.4110348053
404	0.410774589
405	0.4107131397
406	0.410479672
407	0.4103607442
408	0.4102350661
409	0.4100954765
410	0.4098902655
411	0.4097439268
412	0.4095580914
413	0.4094127723
414	0.4091098301
415	0.4088639833
416	0.4087005106
417	0.4086005744
418	0.4084529591
419	0.4083490875
420	0.4082537019
421	0.408056968
422	0.4078279942
423	0.4077487156
424	0.4076171303
425	0.4074561729
426	0.4072315407
427	0.4070511012
428	0.4069174398
429	0.406741753
430	0.4065472344
431	0.4063756414
432	0.4062447714
433	0.4059756733
434	0.4058137629
435	0.4056403651
436	0.4054174185
437	0.4052118926
438	0.4050384227
439	0.4048576867
440	0.4047279691
441	0.40454895
442	0.4044474046
443	0.4042938199
444	0.4041499245
445	0.4040350206
446	0.4038971152
447	0.4036771522
448	0.4034612174
449	0.4032996942
450	0.4030212443
451	0.4027577044
452	0.4025728015
453	0.402487716
454	0.4022696384
455	0.4020749167
456	0.4018731271
457	0.4017133373
458	0.4015327786
459	0.4013028217
460	0.401014216
461	0.4007647088
462	0.4005741792
463	0.4004405011
464	0.4002108561
465	0.400066191
466	0.3999435859
467	0.3997550252
468	0.3995750364
469	0.3993597269
470	0.3992347735
471	0.3990476725
472	0.3988641616
473	0.3986764686
474	0.3983951894
475	0.3982595122
476	0.3980917698
477	0.3979030203
478	0.397735465
479	0.3975499523
480	0.3974655979
481	0.3972597832
482	0.3970494899
483	0.3968937361
484	0.3967686619
485	0.3966414851
486	0.3964006185
487	0.3961234555
488	0.3960474741
489	0.3958398297
490	0.3956185636
491	0.3953584548
492	0.395150606
493	0.3950511523
494	0.394797165
495	0.3945382053
496	0.3943957643
497	0.3941051882
498	0.3939543054
499	0.3937167517
500	0.3935456074
501	0.3933551653
502	0.3931285547
503	0.3929530235
504	0.3927635159
505	0.3926524738
506	0.3924177516
507	0.3922736119
508	0.3921814749
509	0.3918698183
510	0.3916885772
511	0.391602928
512	0.3913752668
513	0.3911694713
514	0.3909177131
515	0.3907412137
516	0.3905724839
517	0.3903981564
518	0.3901678369
519	0.3899951489
520	0.389760747
521	0.3896078945
522	0.3894415181
523	0.3892381146
524	0.3890246103
525	0.3888301603
526	0.3886470306
527	0.3884079232
528	0.388188435
529	0.3879679322
530	0.3877393124
531	0.3874686506
532	0.387265309
533	0.3871389754
534	0.3869424882
535	0.3867635619
536	0.3866840409
537	0.3865430008
538	0.3863163134
539	0.3861730772
540	0.3859597162
541	0.3857666765
542	0.3855886215
543	0.3853952841
544	0.3851834882
545	0.3849617407
546	0.3848192687
547	0.384650891
548	0.3844440932
549	0.3842984295
550	0.3841150543
551	0.3839541166
552	0.3837558533
553	0.3835808233
554	0.3834193788
555	0.3832332861
556	0.3830895806
557	0.3829223266
558	0.3827462405
559	0.3825100308
560	0.382371152
561	0.382316338
562	0.3821384402
563	0.3820299526
564	0.38189567
565	0.3816748127
566	0.3814834969
567	0.381315889
568	0.3810622388
569	0.3809249431
570	0.3807805835
571	0.3806348071
572	0.3805037113
573	0.3803219025
574	0.3801299459
575	0.3799728335
576	0.3798257004
577	0.3796180581
578	0.3794820968
579	0.3793510285
580	0.3792062866
581	0.3790484784
582	0.3788718371
583	0.378654036
584	0.378554072
585	0.3783448666
586	0.3781503083
587	0.3781063954
588	0.3779345355
589	0.37769306
590	0.3774951451
591	0.37739486
592	0.3771939974
593	0.377024456
594	0.376879017
595	0.3767016484
596	0.3765604831
597	0.3763793053
598	0.3762931702
599	0.3761545112
600	0.3759203593
601	0.3757333793
602	0.3755931946
603	0.3753954602
604	0.375130735
605	0.3750201064
606	0.3749475988
607	0.3748001434
608	0.3745969817
609	0.3745331326
610	0.3743684004
611	0.3742152653
612	0.3740444911
613	0.3738004556
614	0.3736228
615	0.373452636
616	0.3733095613
617	0.3732019039
618	0.3730163372
619	0.3728368
620	0.3727521426
621	0.372656828
622	0.3725178601
623	0.3723448212
624	0.372184165
625	0.3720181558
626	0.3718502465
627	0.3716784408
628	0.3715510376
629	0.3714492111
630	0.3712595606
631	0.371143784
632	0.3709413252
633	0.3707865967
634	0.3706611537
635	0.3704870858
636	0.3702609181
637	0.3701321522
638	0.3699189781
639	0.3698010843
640	0.3696484996
641	0.3694703953
642	0.3692958419
643	0.3692300947
644	0.369069395
645	0.3689528602
646	0.3687287512
647	0.3685734811
648	0.3683697281
649	0.3682179672
650	0.3680229781
651	0.3678836527
652	0.3677191973
653	0.3675238889
654	0.3673401977
655	0.3672336656
656	0.3670847441
657	0.3669399153
658	0.3667998169
659	0.3666647951
660	0.3665698816
661	0.3664229117
662	0.3662680772
663	0.3661325115
664	0.3658839996
665	0.365702622
666	0.3655255437
667	0.3653497822
668	0.3651490128
669	0.3649349348
670	0.3648345692
671	0.3647226992
672	0.3645456965
673	0.3644269138
674	0.3642980881
675	0.3641732718
676	0.3639482938
677	0.363806782
678	0.3636628584
679	0.3635138134
680	0.3633150176
681	0.3631888456
682	0.3630544412
683	0.3628957829
684	0.3627743981
685	0.3626264547
686	0.3625220981
687	0.3623680957
688	0.3622743485
689	0.3620807216
690	0.3619929033
691	0.3618441709
692	0.3616725844
693	0.3615132135
694	0.36147486
695	0.3612544217
696	0.3610903862
697	0.3609752532
698	0.3608935955
699	0.3607028709
700	0.3606236762
701	0.3604945635
702	0.3603639077
703	0.3602092098
704	0.3600196593
705	0.3599521966
706	0.3597765385
707	0.3596459948
708	0.3595442988
709	0.3594714331
710	0.359388157
711	0.3592601203
712	0.3591225542
713	0.3590829029
714	0.3589104107
715	0.3587680465
716	0.3585994073
717	0.3584951381
718	0.358296833
719	0.3581643957
720	0.3579592546
721	0.357824847
722	0.3576600749
723	0.3575310107
724	0.3573737449
725	0.3572262214
726	0.357063497
727	0.3569078105
728	0.3567869904
729	0.3565923794
730	0.3564750254
731	0.3563532019
732	0.3561893325
733	0.3558866268
734	0.3557582511
735	0.3556354703
736	0.3555245139
737	0.3553825123
738	0.3552614407
739	0.3551162431
740	0.3549701875
741	0.354788331
742	0.3546698027
743	0.3545438217
744	0.3543883784
745	0.3542438802
746	0.3540268287
747	0.3538701116
748	0.3537463568
749	0.353611781
750	0.3533500675
751	0.3531702069
752	0.3530703741
753	0.3529801983
754	0.3528547916
755	0.3527224689
756	0.3525356179
757	0.3523950718
758	0.3522545812
759	0.3519702923
760	0.3518423199
761	0.3516479987
762	0.3514781244
763	0.3513199849
764	0.351153464
765	0.3510324852
766	0.3508899505
767	0.3507721799
768	0.3506347696
769	0.3504391591
770	0.3503848802
771	0.3502943912
772	0.3502424724
773	0.3500369034
774	0.3499244679
775	0.3498091735
776	0.3497124534
777	0.3496148091
778	0.349402944
779	0.3493260815
780	0.3492140202
781	0.349105843
782	0.34899162
783	0.348915312
784	0.3488305013
785	0.3486960884
786	0.348503114
787	0.3484137367
788	0.3482395741
789	0.348151738
790	0.3479376446
791	0.3477534696
792	0.3475978928
793	0.3474908073
794	0.3472407933
795	0.3470678652
796	0.3469086451
797	0.346780355
798	0.3466963132
799	0.3465247604
800	0.3464174678
801	0.3462316527
802	0.3460083115
803	0.3459078478
804	0.34574186
805	0.3455789132
806	0.345479599
807	0.3453590388
808	0.3452402982
809	0.3450641559
810	0.3449073627
811	0.3447515188
812	0.3446804316
813	0.3445500692
814	0.3443995626
815	0.3442261939
816	0.3441638281
817	0.3439640292
818	0.3438416312
819	0.3436394255
820	0.3434918267
821	0.3433438915
822	0.343219486
823	0.3430653645
824	0.3429537498
825	0.3428415012
826	0.3426688414
827	0.342480062
828	0.342264549
829	0.342157991
830	0.3420391855
831	0.3419090621
832	0.3417639178
833	0.3415721635
834	0.3414725802
835	0.3413275288
836	0.3411902041
837	0.3410165156
838	0.3408745557
839	0.3407717864
840	0.340616651
841	0.3404592717
842	0.3402943104
843	0.3402211327
844	0.3400496535
845	0.3399759723
846	0.3397946702
847	0.3395675799
848	0.3394869867
849	0.3393038238
850	0.3391573276
851	0.3390437321
852	0.3389292853
853	0.3388146353
854	0.3386357332
855	0.3385081925
856	0.3384150552
857	0.3382947495
858	0.3381966529
859	0.3380830059
860	0.3379970486
861	0.3378288732
862	0.3377284097
863	0.3375489488
864	0.3374444088
865	0.3372850925
866	0.3371201858
867	0.3370499733
868	0.336891441
869	0.3368036067
870	0.3367127941
871	0.3365529838
872	0.3364264789
873	0.3363846353
874	0.3363072027
875	0.3362009244
876	0.3361087985
877	0.3359957236
878	0.3358993496
879	0.335751881
880	0.3355548109
881	0.3354086734
882	0.3353096747
883	0.3351945711
884	0.3350875162
885	0.3348711457
886	0.3347392706
887	0.334634655
888	0.3345128123
889	0.334375789
890	0.3342575547
891	0.3341075841
892	0.3339908284
893	0.3338911973
894	0.3337733925
895	0.3337272949
896	0.3335835311
897	0.3334470956
898	0.3333569827
899	0.333249637
900	0.3332219921
901	0.3330970176
902	0.3330101592
903	0.3328498234
904	0.3326898609
905	0.3325463047
906	0.3323797157
907	0.3322048238
908	0.332120999
909	0.3319997155
910	0.3318336462
911	0.3318024886
912	0.33170164
913	0.3315884997
914	0.3314709527
915	0.3313695648
916	0.3312443463
917	0.3311332296
918	0.3309425151
919	0.3308194032
920	0.3306896629
921	0.3305269004
922	0.3304579348
923	0.3303498404
924	0.3302599777
925	0.3300680235
926	0.3299759659
927	0.3298556555
928	0.3297418618
929	0.3296323976
930	0.3295115858
931	0.3293795332
932	0.3292032669
933	0.3291445754
934	0.3290643807
935	0.3289235214
936	0.3288093897
937	0.328714789
938	0.3285433997
939	0.3283954132
940	0.3283187333
941	0.3282031168
942	0.3280349084
943	0.3278737732
944	0.3278106485
945	0.3274833584
946	0.3273678041
947	0.3272421473
948	0.3270598411
949	0.3269536446
950	0.3268274828
951	0.326713034
952	0.326573799
953	0.3264576323
954	0.3262875794
955	0.3261669012
956	0.3259662655
957	0.3258842915
958	0.3257489745
959	0.3256290087
960	0.3255867309
961	0.3254771705
962	0.3253425359
963	0.3252432478
964	0.3251150917
965	0.3249853051
966	0.3248188393
967	0.3247333938
968	0.3245956755
969	0.3244616199
970	0.324368142
971	0.3243107657
972	0.3241662748
973	0.3240150918
974	0.3238513044
975	0.3237635674
976	0.3236300401
977	0.323543751
978	0.3233970411
979	0.3232946843
980	0.3232159343
981	0.3231651535
982	0.3229439743
983	0.3228488085
984	0.3227556152
985	0.322615307
986	0.3225477513
987	0.322415087
988	0.3223413492
989	0.3222636373
990	0.322133971
991	0.3219570678
992	0.3218769041
993	0.3217123883
994	0.3216146327
995	0.3215158125
996	0.32136429
997	0.3212872898
998	0.3211159501
999	0.3210002629
